115,780,1.0
115,110,0.99
115,349,0.98
115,648,0.97
115,344,0.96
115,1721,0.95
115,356,0.94
115,318,0.93
115,1,0.92
115,2571,0.91
143,593,1.0
143,780,0.99
143,110,0.98
143,457,0.97
143,349,0.96
143,648,0.95
143,356,0.94
143,318,0.93
143,1,0.92
143,296,0.91
158,593,1.0
158,110,0.99
158,457,0.98
158,349,0.97
158,648,0.96
158,344,0.95
158,356,0.94
158,296,0.93
158,2571,0.92
158,480,0.91
221,593,1.0
221,780,0.99
221,110,0.98
221,457,0.97
221,349,0.96
221,648,0.95
221,356,0.94
221,318,0.93
221,1,0.92
221,296,0.91
239,593,1.0
239,110,0.99
239,780,0.98
239,457,0.97
239,349,0.96
239,648,0.95
239,356,0.94
239,318,0.93
239,1,0.92
239,296,0.91
278,593,1.0
278,110,0.99
278,780,0.98
278,457,0.97
278,349,0.96
278,648,0.95
278,356,0.94
278,318,0.93
278,1,0.92
278,2571,0.91
579,593,1.0
579,110,0.99
579,780,0.98
579,457,0.97
579,349,0.96
579,648,0.95
579,318,0.94
579,1,0.93
579,480,0.92
579,260,0.91
607,593,1.0
607,110,0.99
607,780,0.98
607,457,0.97
607,349,0.96
607,648,0.95
607,356,0.94
607,318,0.93
607,1,0.92
607,296,0.91
609,593,1.0
609,110,0.99
609,780,0.98
609,457,0.97
609,349,0.96
609,648,0.95
609,356,0.94
609,318,0.93
609,1,0.92
609,296,0.91
630,593,1.0
630,780,0.99
630,110,0.98
630,648,0.97
630,344,0.96
630,1721,0.95
630,1,0.94
630,318,0.93
630,2571,0.92
630,260,0.91
655,593,1.0
655,110,0.99
655,780,0.98
655,457,0.97
655,349,0.96
655,648,0.95
655,356,0.94
655,318,0.93
655,1,0.92
655,296,0.91
721,110,1.0
721,457,0.99
721,1721,0.98
721,3578,0.97
721,1,0.96
721,590,0.95
721,480,0.94
721,2571,0.93
721,260,0.92
721,527,0.91
765,780,1.0
765,457,0.99
765,349,0.98
765,648,0.97
765,344,0.96
765,434,0.95
765,2571,0.94
765,480,0.93
765,150,0.92
765,592,0.91
794,593,1.0
794,780,0.99
794,110,0.98
794,457,0.97
794,349,0.96
794,648,0.95
794,356,0.94
794,318,0.93
794,1,0.92
794,296,0.91
824,349,1.0
824,19,0.99
824,158,0.98
824,2858,0.97
824,153,0.96
824,595,0.95
824,608,0.94
824,1073,0.93
824,329,0.92
824,62,0.91
976,593,1.0
976,110,0.99
976,780,0.98
976,457,0.97
976,349,0.96
976,648,0.95
976,356,0.94
976,318,0.93
976,1,0.92
976,2571,0.91
997,593,1.0
997,110,0.99
997,780,0.98
997,457,0.97
997,349,0.96
997,648,0.95
997,318,0.94
997,1,0.93
997,2571,0.92
997,480,0.91
1022,593,1.0
1022,110,0.99
1022,780,0.98
1022,457,0.97
1022,349,0.96
1022,648,0.95
1022,356,0.94
1022,318,0.93
1022,1,0.92
1022,296,0.91
1104,410,1.0
1104,1407,0.99
1104,19,0.98
1104,356,0.97
1104,260,0.96
1104,1198,0.95
1104,4993,0.94
1104,588,0.93
1104,736,0.92
1104,153,0.91
1114,1721,1.0
1114,3578,0.99
1114,410,0.98
1114,1407,0.97
1114,19,0.96
1114,158,0.95
1114,318,0.94
1114,527,0.93
1114,165,0.92
1114,858,0.91
1178,457,1.0
1178,349,0.99
1178,648,0.98
1178,344,0.97
1178,1721,0.96
1178,434,0.95
1178,356,0.94
1178,1,0.93
1178,296,0.92
1178,260,0.91
1231,780,1.0
1231,349,0.99
1231,648,0.98
1231,344,0.97
1231,1721,0.96
1231,316,0.95
1231,356,0.94
1231,1,0.93
1231,2571,0.92
1231,260,0.91
1264,593,1.0
1264,780,0.99
1264,110,0.98
1264,457,0.97
1264,349,0.96
1264,648,0.95
1264,356,0.94
1264,1,0.93
1264,318,0.92
1264,296,0.91
1394,593,1.0
1394,110,0.99
1394,780,0.98
1394,457,0.97
1394,349,0.96
1394,648,0.95
1394,356,0.94
1394,1,0.93
1394,2571,0.92
